Age,Experience,Skill,RushFactor,WorkStart,WorkDuration,WorkEnd,HomeLat,HomeLng,WorkLat,WorkLng,Distance,RouteDistance,PreviousAccidents,Accidents
26,7.5,0.994,1.431,11,6,17,59.9516,30.3076,59.7383,30.0915,26620.250,62138.889,4,2
70,18.1,1.396,0.689,9,7,16,60.0450,30.3358,59.9043,30.4769,17508.039,62579.073,2,1
26,6.4,1.080,1.489,9,6,15,59.8446,30.2763,60.0506,30.4477,24818.673,91229.080,4,1
29,5.8,1.209,1.366,10,7,17,60.0254,30.4570,59.8297,30.3850,22131.417,67644.290,1,0
24,2.6,0.911,1.449,7,8,15,59.9468,30.4893,59.9336,30.3464,8094.588,18788.300,2,0
33,11.7,1.550,1.077,14,5,19,59.9448,30.3650,59.9588,30.3055,3661.853,9780.484,0,0
45,13.8,1.571,0.816,9,8,17,60.0414,30.3547,60.0452,30.3227,1827.845,4724.355,0,0
26,5.1,0.663,1.549,9,8,17,59.6966,30.4150,59.9601,30.3020,29968.784,77222.006,8,3
67,20.4,1.588,0.735,10,9,19,59.9327,30.2551,60.0016,30.3328,8799.248,22436.747,1,0
40,13.9,1.377,0.980,11,8,19,59.9522,30.4799,59.9433,30.2980,10173.865,25353.445,1,0
55,17.3,1.337,0.832,11,11,22,59.9392,30.3413,59.9964,30.3401,6354.467,15885.049,0,0
44,9.0,1.294,0.831,9,7,16,60.0790,30.2783,59.9906,30.2869,9848.405,25741.802,0,1
32,7.8,1.190,1.228,11,7,18,60.0456,30.3829,60.0054,30.2797,7265.810,18464.247,2,0
55,17.4,1.124,0.902,9,6,15,59.8305,30.0899,59.9654,30.3090,19351.172,61772.486,6,0
45,15.9,1.536,0.888,8,9,17,59.8505,30.1800,59.7504,30.5887,25429.833,62841.154,1,1
41,10.8,1.052,0.958,8,4,12,60.0259,30.4172,59.9509,30.2980,10659.022,24882.807,0,0
44,12.3,1.752,0.992,7,8,15,60.0414,30.3415,59.8843,30.3663,17524.599,40749.109,0,0
52,12.7,1.418,0.975,8,7,15,59.9246,30.3293,60.0780,30.2978,17147.273,37497.816,0,0
61,24.4,1.522,0.544,14,7,21,60.0010,30.3509,59.9318,30.3504,7700.979,18435.949,0,0
62,23.4,1.163,0.564,9,8,17,59.9548,30.4626,59.8292,30.3788,14736.307,53283.376,0,0
30,3.4,0.958,1.364,9,8,17,59.9313,30.2851,60.0721,30.3673,16305.117,40905.060,1,1
33,9.8,1.211,0.981,7,9,16,60.0085,30.2041,60.0372,30.4330,13114.815,31560.885,0,1
54,16.8,1.441,0.697,9,7,16,59.9411,30.2629,60.0590,30.3560,14095.713,36704.095,1,0
26,2.8,0.939,1.446,10,8,18,59.7247,30.2608,59.5712,30.1386,18401.123,41805.207,2,0
52,14.9,1.738,0.908,8,9,17,59.8405,30.3480,60.0115,30.3255,19053.885,42062.829,1,0
41,12.8,1.458,1.033,8,9,17,59.9449,30.3512,59.9305,30.3774,2164.814,5688.622,0,0
24,4.3,1.073,1.458,9,8,17,60.0467,30.3667,59.8297,30.3807,24139.744,80919.330,4,1
50,15.3,1.446,1.012,9,8,17,59.7402,30.4125,60.0360,30.4156,32888.775,93889.539,0,0
42,12.3,1.501,0.994,8,5,13,59.8138,30.5661,60.1005,30.2710,35857.134,97208.977,5,0
26,6.2,0.897,1.343,9,11,20,59.9291,30.4637,59.8914,30.3038,9852.057,28687.145,1,0
45,9.9,1.200,0.748,10,8,18,59.8532,30.2026,59.9404,30.2800,10607.853,27440.975,0,0
38,10.2,1.343,1.019,9,9,18,59.9479,30.5744,59.8760,30.4414,10902.674,27097.297,0,0
65,26.5,1.148,0.549,9,9,18,60.0159,30.3645,59.8466,30.4576,19529.887,62672.666,1,0
54,16.0,1.104,0.732,9,11,20,59.9384,30.2856,60.0682,30.3320,14664.509,34858.484,0,1
37,13.1,1.514,1.002,8,9,17,59.9448,30.3541,59.9095,30.2955,5105.472,12233.975,0,0
22,3.1,0.970,1.366,14,7,21,59.8883,29.8622,59.8486,30.1025,14120.224,31238.510,0,0
40,7.9,1.290,0.907,8,8,16,59.9881,29.7912,59.9445,30.3674,32429.591,103988.338,1,1
56,18.9,1.972,0.817,16,9,1,60.0327,30.4120,60.0127,30.3187,5637.777,14594.173,0,0
27,5.7,0.956,1.468,9,8,17,59.9348,30.2837,59.9744,31.0391,42285.935,102780.213,6,2
49,19.7,1.536,0.687,11,8,19,59.8745,30.3944,59.8282,30.3285,6324.920,18996.748,0,0
62,15.4,1.363,0.688,10,6,16,60.0574,30.3191,59.8848,30.2745,19353.280,45188.565,2,0
35,7.6,1.201,1.143,11,8,19,59.7446,30.6024,59.9449,30.3639,25956.028,65769.797,2,0
23,1.8,0.774,1.673,8,8,16,59.8269,30.1989,60.0076,30.3305,21381.023,49405.315,4,0
85,23.7,1.604,0.611,9,9,18,60.0136,30.4316,59.9254,30.3878,10105.849,23732.089,0,0
21,1.2,0.573,1.886,8,4,12,59.9562,30.3386,59.8637,30.4069,10962.064,30386.709,5,0
32,8.3,1.014,1.081,7,11,18,59.9685,30.3176,60.0074,30.3416,4524.068,11245.706,0,0
63,23.9,1.620,0.652,7,6,13,59.8511,30.3131,59.9344,30.2534,9838.911,28913.720,0,0
34,9.8,1.431,1.141,7,9,16,59.8546,30.0193,60.0165,30.2331,21588.920,90894.291,2,1
45,10.3,1.423,0.863,10,8,18,60.0154,30.3195,60.1017,29.9726,21512.340,73831.375,0,0
42,9.0,1.235,0.958,9,9,18,60.0388,30.3271,59.9297,30.3988,12766.568,30937.339,1,2
41,13.8,1.603,1.015,10,9,19,60.1103,30.2632,59.9612,30.3054,16737.385,48957.396,4,0
80,26.2,1.325,0.575,10,8,18,59.9403,30.3563,59.9577,30.2982,3769.504,10302.728,1,0
68,18.1,1.640,0.566,11,6,17,60.0336,30.4114,60.0190,30.3160,5538.875,15000.691,1,0
21,1.5,0.560,2.051,9,6,15,60.0457,30.3694,59.8739,29.9020,32279.062,150947.926,18,4
22,2.2,0.720,1.609,8,8,16,60.0365,30.3634,59.9338,30.3476,11450.762,25957.778,2,1
53,14.8,1.298,0.781,13,6,19,59.9325,30.2356,60.0069,30.3588,10737.597,26580.626,0,2
37,9.2,1.321,0.845,12,10,22,60.1385,30.2182,59.8525,30.3031,32152.723,119058.133,0,0
25,2.5,0.790,1.397,10,10,20,60.0461,30.3979,59.9323,30.2981,13816.809,33404.544,8,1
42,20.5,1.678,0.924,7,12,19,59.9032,30.2758,59.9445,30.2694,4601.038,12519.854,1,0
30,7.8,1.440,1.117,13,6,19,59.8536,30.0346,60.1003,29.9731,27643.652,131369.927,3,1
35,12.2,1.191,0.689,11,10,21,59.9250,30.4029,60.0934,29.9719,30407.990,85712.525,0,1
43,10.7,1.681,0.912,10,11,21,59.9544,30.2268,60.0045,30.3230,7727.550,25092.503,0,0
53,14.1,1.172,0.820,12,9,21,59.8490,30.3572,59.9970,29.7656,36849.821,130302.474,1,0
27,5.4,1.219,1.509,7,10,17,60.0310,30.4056,60.0176,30.3170,5140.532,14071.577,2,0
80,25.1,1.448,0.626,7,7,14,59.9439,30.2829,60.0028,30.2978,6596.355,16263.394,0,0
33,8.9,1.589,1.144,9,7,16,59.9302,30.3213,59.9186,30.2993,1774.718,4332.110,0,1
58,14.5,1.537,0.735,13,10,23,59.9376,30.4017,60.1010,29.9769,29783.334,93708.683,1,0
62,7.5,0.869,0.574,11,9,20,60.0028,30.2830,59.9319,30.3527,8784.080,21015.812,0,0
29,8.3,1.010,1.064,10,4,14,59.8475,30.2717,59.9290,30.3065,9267.095,22786.644,1,0
54,18.0,1.515,0.785,8,9,17,59.9355,30.3291,59.9268,30.3019,1795.461,4305.729,0,0
34,9.5,1.500,1.045,8,6,14,59.9446,30.2656,59.9031,30.3309,5876.655,15051.452,0,0
29,5.3,0.997,1.206,13,8,21,59.9698,30.3397,59.9986,30.2988,3935.195,10680.963,1,0
27,6.6,1.316,1.240,10,12,22,59.9586,30.3178,59.8804,30.9878,38341.541,98440.697,3,1
82,35.1,1.417,0.467,8,5,13,59.9329,30.6505,59.9350,30.3326,17710.639,40597.743,0,0
42,15.5,1.740,1.010,13,7,20,59.9412,30.2404,59.9334,30.3681,7166.928,17657.439,0,1
52,17.3,1.549,0.839,16,11,3,59.9104,30.3110,59.9998,30.2567,10388.454,28892.108,0,0
50,14.7,1.595,0.597,10,10,20,59.9074,30.3406,60.0078,30.4018,11676.879,28777.752,0,0
34,9.2,1.451,1.082,11,7,18,59.8570,30.2246,59.8795,30.2706,3583.132,7770.482,0,0
24,2.9,0.744,1.641,13,10,23,59.9902,29.7664,59.9505,30.3012,30083.009,98138.251,3,3
44,19.1,1.504,0.891,10,6,16,59.7721,30.7948,59.8992,30.4169,25408.124,58378.622,4,0
66,25.5,1.454,0.611,10,8,18,59.8989,30.3198,60.0497,30.3505,16852.760,40171.648,0,0
36,5.8,0.892,0.845,16,5,21,60.0070,30.3961,59.9669,30.2828,7714.825,18682.121,0,0
30,8.6,1.436,1.290,7,6,13,59.9488,30.4085,59.9886,30.2861,8119.835,21528.579,0,0
27,6.5,0.944,1.404,10,10,20,60.0558,30.3671,59.9183,30.3510,15320.102,35440.644,0,0
56,17.8,1.491,0.747,9,9,18,59.9275,30.3204,60.0070,30.2683,9301.471,22768.190,0,0
37,10.4,1.230,0.929,12,11,23,59.9203,30.4936,59.9288,30.2970,10998.362,27078.992,0,0
72,27.4,1.243,0.602,8,4,12,60.1680,29.8635,60.0016,30.3405,32284.137,73706.094,1,0
49,15.5,1.741,0.845,8,12,20,60.0230,30.3700,60.0147,30.3350,2151.445,6902.751,0,0
49,16.6,1.416,0.941,7,7,14,59.9958,30.2099,60.0678,30.3959,13071.083,47367.083,0,0
31,8.8,1.375,1.190,11,11,22,59.8765,30.2694,59.9758,30.2455,11128.487,29212.019,1,0
46,11.3,1.714,0.999,7,9,16,59.9270,30.3086,59.9724,30.3414,5363.247,13680.989,0,0
47,18.2,1.444,1.031,14,12,2,59.8415,30.1687,59.9186,30.3342,12595.945,30113.628,0,0
47,12.8,1.807,0.751,9,9,18,59.8847,30.2697,59.9877,30.2194,11789.301,36696.921,1,1
72,19.6,1.889,0.649,11,10,21,59.7010,30.4448,59.9370,30.3297,27017.350,69859.026,1,0
49,9.2,1.611,0.726,11,7,18,59.9388,30.2804,59.9372,30.2356,2498.397,6528.640,0,0
42,11.7,1.356,1.120,8,6,14,59.8728,30.3032,59.8314,30.3507,5311.811,12597.816,0,0
38,8.5,1.355,0.989,9,12,21,59.8900,30.4154,60.0141,30.3953,13843.136,35434.934,0,0
27,7.1,1.055,1.253,9,8,17,59.8571,30.3458,59.9315,30.3098,8517.881,21279.944,2,0
63,14.6,1.188,0.612,8,10,18,59.9087,30.4780,59.9243,30.4972,2039.115,6572.308,0,0
24,4.3,0.904,1.555,13,5,18,59.8630,30.3986,59.9755,30.4121,12537.408,32763.089,1,0
28,4.5,0.935,1.387,9,6,15,59.9331,30.3176,59.8476,30.3230,9514.497,22328.169,2,0
27,5.7,0.784,1.377,7,8,15,59.8302,30.0828,59.8940,30.3555,16792.906,48117.211,1,0
77,27.5,1.089,0.513,11,11,22,59.8430,30.1381,60.0919,29.9726,29169.064,144117.617,6,0
53,12.8,1.237,0.696,8,6,14,59.7706,30.7952,59.9295,30.3079,32450.755,75461.392,1,0
58,28.2,1.207,0.726,9,6,15,59.9224,30.3527,60.0022,30.3954,9182.027,23302.419,0,0
65,28.6,1.464,0.676,8,6,14,59.7157,30.4206,59.9302,30.3054,24707.912,62232.864,3,0
38,15.1,1.356,1.124,9,8,17,59.9111,30.3212,60.0544,30.3370,15955.841,36728.798,6,2
49,19.6,1.691,0.772,8,10,18,59.7696,30.7964,60.0259,30.3139,39203.429,118355.135,2,0
39,8.0,0.977,0.977,9,12,21,60.0373,30.3701,59.9851,30.3453,5963.542,14995.044,1,0
41,13.8,1.445,0.921,14,5,19,60.0170,30.2447,59.9345,30.3128,9928.619,25893.111,1,0
43,10.3,1.344,0.920,8,7,15,60.0014,30.2550,59.9889,30.2903,2401.227,8343.280,0,0
44,19.4,1.106,0.828,13,9,22,59.9296,30.3146,59.9634,30.3540,4354.942,11186.062,1,0
27,7.7,1.052,1.520,11,9,20,59.9048,30.4805,59.8833,29.9114,31828.154,109476.715,6,2
58,10.0,1.319,0.965,8,7,15,59.8358,30.2484,59.9949,30.1352,18781.895,61767.555,2,0
32,5.2,1.223,1.007,10,5,15,60.0225,30.3775,59.9319,30.4696,11307.020,29396.523,1,0
38,12.6,1.673,1.165,8,5,13,59.9123,30.3213,59.9602,30.2956,5513.063,14250.951,0,0
49,11.5,1.141,0.736,9,8,17,59.9286,30.3583,59.8631,30.3293,7453.465,17768.413,1,0
30,8.1,1.062,1.256,9,5,14,59.5610,30.1280,59.9855,30.2619,47792.359,113566.118,4,0
36,6.4,1.217,0.876,13,6,19,59.9494,30.3005,59.8989,30.4201,8710.174,20585.059,0,1
35,6.0,0.998,0.912,16,10,2,59.8493,30.2760,59.9316,30.3531,10114.471,24869.547,1,0
35,12.3,1.101,1.070,13,11,0,59.8798,30.4826,59.9810,30.3311,14071.916,34397.767,0,0
42,17.7,1.329,0.810,10,10,20,59.9587,30.2316,59.9675,30.3049,4195.156,14917.005,0,0
52,15.8,1.231,0.886,11,5,16,59.8336,30.1579,59.8868,30.2656,8438.317,20706.205,0,0
40,12.6,1.472,0.945,11,8,19,60.0552,30.3145,60.0254,30.3211,3334.435,7196.243,1,0
25,3.7,0.901,1.704,9,7,16,59.9874,30.3553,60.0179,30.3734,3534.423,9052.844,0,0
80,29.0,1.390,0.545,9,9,18,59.8739,30.4467,59.9887,30.3040,15038.595,34350.277,1,0
49,8.5,1.511,0.794,7,6,13,59.9294,30.4773,59.9330,30.3010,9825.785,24610.453,0,0
40,10.1,1.702,0.892,9,4,13,59.8522,30.2096,59.9449,30.2787,11002.177,27512.687,1,0
49,10.1,1.603,0.749,8,7,15,59.9479,30.2722,60.0170,30.4087,10803.513,26680.945,0,0
52,22.7,1.244,0.914,17,5,22,59.9234,30.4818,60.0014,30.3264,12245.512,30731.406,1,0
34,6.8,0.864,0.948,11,7,18,59.9104,30.3146,60.0557,30.3678,16422.330,39071.655,1,0
28,5.8,1.362,1.392,7,7,14,60.0159,30.2554,59.9330,30.3568,10800.582,26482.555,3,1
58,11.9,1.377,0.742,15,10,1,59.9788,30.4003,59.9834,30.2639,7605.977,17764.250,0,0
32,9.7,1.310,1.225,8,12,20,59.9433,30.2914,59.8383,30.2701,11739.825,27833.345,1,2
52,17.2,1.277,0.758,8,7,15,59.9887,30.2710,59.9126,30.4731,14074.098,36177.648,0,0
34,13.1,1.457,1.110,10,9,19,59.7368,30.5639,59.9225,30.4399,21787.612,60280.028,3,0
75,14.9,1.558,0.597,9,9,18,59.9402,30.2377,59.9401,30.2816,2443.819,6947.469,0,0
51,15.8,1.332,0.775,11,5,16,59.7827,30.6420,60.0019,30.3294,29967.619,84153.310,3,0
22,2.8,0.709,1.541,10,8,18,60.0378,30.4154,60.0217,30.3232,5423.464,14646.830,3,0
31,8.1,1.238,1.169,10,7,17,59.9393,30.2426,59.9490,30.3029,3531.151,8798.975,0,0
50,13.1,1.131,0.753,11,7,18,60.0054,30.1976,59.9484,30.3032,8641.267,25575.425,1,0
33,12.7,1.490,1.112,9,11,20,59.8909,30.2680,60.0094,30.2952,13261.009,31534.772,0,0
27,7.3,1.234,1.425,11,9,20,59.9601,30.2940,60.0160,30.3217,6399.674,15574.394,0,0
87,12.4,1.677,0.464,9,8,17,59.8446,30.3691,60.0236,30.3214,20074.971,44964.014,1,0
37,13.7,1.476,0.887,10,6,16,59.9405,30.2710,59.9587,30.4213,8608.709,20796.014,0,0
48,13.5,1.754,0.992,9,9,18,59.8989,30.4656,59.9453,30.4427,5315.593,16277.808,0,0
32,7.3,1.299,1.133,9,9,18,59.9854,29.7904,59.6849,30.4537,49902.198,152757.773,5,0
44,17.8,1.435,0.887,9,7,16,59.8365,30.2049,59.8552,30.3040,5917.305,14628.915,0,0
22,2.6,0.625,1.538,9,8,17,59.8873,29.8760,59.9996,30.3662,30018.453,111559.748,7,4
26,6.2,0.889,1.807,13,11,0,59.9923,30.1634,59.9299,30.3013,10341.760,32614.481,1,0
27,4.2,0.652,1.575,9,9,18,60.0201,30.2446,59.9400,30.2742,9060.338,25937.492,2,1
25,5.0,0.934,1.746,11,9,20,59.8636,30.4015,60.0432,30.3378,20282.997,71636.419,6,0
39,15.4,1.100,1.057,10,10,20,59.8375,30.1314,59.9761,30.3257,18842.198,47069.545,3,0
64,24.8,1.208,0.613,7,9,16,59.8617,30.3277,59.9065,29.7697,31529.121,92594.583,1,0
59,24.3,1.213,0.772,9,6,15,59.9299,30.3275,60.0250,30.3189,10579.330,24423.784,0,0
32,3.1,0.799,1.013,7,9,16,59.9507,30.3006,59.9863,30.2935,3972.607,11936.469,0,0
37,11.5,1.311,0.868,10,8,18,59.8433,30.3821,59.8285,30.3318,3258.165,10436.873,2,0
29,9.7,1.318,1.426,9,10,19,59.9922,29.7863,60.0390,30.3698,32836.755,100872.205,2,0
45,12.5,1.236,0.879,16,7,23,60.0085,30.4080,59.9430,30.3854,7388.626,21641.204,1,0
69,24.7,1.469,0.549,11,8,19,59.9713,30.3051,59.9385,30.3539,4549.697,10514.417,0,0
41,5.8,1.080,0.960,12,4,16,60.0098,30.4193,59.9379,30.2866,10885.827,27603.616,1,1
41,11.5,1.805,0.951,8,10,18,60.0332,30.3363,60.0377,30.3740,2154.758,5818.494,0,0
69,13.2,1.566,0.679,12,8,20,60.1091,30.2687,59.9327,30.3586,20247.873,48066.261,0,0
22,2.1,0.901,1.381,13,7,20,59.8559,30.2126,59.9878,30.2544,14845.537,43419.163,7,1
21,2.5,0.679,1.505,9,9,18,60.0020,30.2518,59.8793,30.2746,13709.190,38020.798,3,1
72,29.0,1.462,0.655,9,7,16,59.8765,30.4382,59.9442,30.3068,10502.661,25015.424,0,0
27,4.4,0.767,1.339,7,11,18,59.8442,30.1303,60.0015,30.3848,22518.386,54953.742,9,1
62,20.2,1.668,0.784,10,8,18,59.8927,30.4685,59.9359,30.2405,13584.912,35015.730,0,1
39,8.3,1.409,1.008,10,6,16,59.9993,30.2822,60.0512,30.3773,7820.744,19368.484,0,0
43,8.7,1.324,0.804,11,11,22,59.8392,30.3874,59.8721,30.3402,4506.932,12416.194,0,0
37,9.9,1.247,0.879,12,8,20,59.9847,30.4067,60.0099,30.3562,3967.434,15039.980,2,0
27,4.3,0.734,1.161,10,7,17,60.0596,30.4729,59.7225,30.2599,39322.853,106260.015,5,3
57,13.3,1.445,0.764,11,11,22,59.9352,30.3742,60.0432,30.3259,12307.951,27938.943,0,0
68,27.5,1.615,0.658,11,8,19,59.7050,30.4110,59.9658,30.3854,29033.185,64974.539,0,0
18,0.4,0.695,1.964,12,9,21,59.9249,30.4800,60.0200,30.3271,13574.716,34753.840,2,0
33,9.4,1.456,1.186,14,8,22,60.0070,30.0062,59.9652,30.3123,17646.110,39629.212,0,0
29,6.9,1.475,1.298,10,8,18,59.9655,30.2995,59.9977,30.2979,3576.595,9094.517,0,0
40,13.2,1.386,0.842,9,8,17,59.9043,30.4617,59.9979,30.2859,14283.611,36546.163,3,0
41,8.5,1.410,0.972,11,11,22,60.0383,30.3580,59.9327,30.2900,12334.911,32435.361,0,0
19,0.8,0.531,1.710,9,7,16,59.7265,30.4103,59.8767,30.3209,17432.930,43905.348,7,1
34,4.5,1.066,1.211,9,11,20,59.8963,30.4237,59.9384,30.2799,9283.302,23232.508,3,0
48,12.6,0.975,0.786,11,10,21,59.8610,30.3229,60.0329,30.2875,19215.286,42481.412,0,0
38,8.3,1.219,0.843,11,8,19,59.8474,30.3559,59.9319,30.3543,9400.089,22204.418,0,0
26,5.5,1.254,1.489,10,5,15,59.7415,30.5654,59.9409,30.3458,25337.776,59547.327,4,0
49,15.7,1.641,0.890,9,12,21,59.9132,30.3197,59.9427,30.2792,3980.539,11433.776,0,1
48,14.9,1.368,0.878,8,6,14,59.8588,30.3659,59.9942,30.4403,15623.880,48977.915,0,1
39,11.6,1.249,1.090,9,8,17,60.0400,30.3676,60.0020,30.3293,4728.941,11065.608,1,0
29,4.6,1.193,1.346,8,11,19,59.9243,30.3019,59.9323,30.3563,3161.188,7920.709,1,0
70,32.2,1.517,0.670,8,4,12,59.9378,30.4955,60.0119,30.3336,12203.724,30423.577,1,0
31,9.4,1.205,1.123,8,5,13,60.0409,30.6433,59.9494,30.3727,18163.554,44196.370,1,0
32,6.3,1.038,1.247,11,7,18,59.7156,30.4242,59.9419,30.3986,25206.967,66418.333,2,1
54,14.9,1.150,0.841,7,11,18,59.8403,30.4901,59.7196,30.4086,14166.860,43971.482,1,0
22,3.2,0.815,1.932,10,8,18,59.8798,30.4377,59.8634,30.1733,14870.157,34047.754,2,0
72,19.0,1.357,0.609,8,6,14,59.8313,30.2251,60.0056,30.3414,20442.953,53036.314,1,1
39,9.6,1.322,1.032,9,8,17,59.8840,30.9969,59.9576,30.3710,35828.766,97743.306,3,0
29,4.5,0.673,1.255,11,8,19,59.5674,30.1241,59.9425,30.2779,42582.901,97721.674,3,1
62,26.4,1.126,0.677,9,7,16,59.8942,30.4230,59.9266,30.3235,6606.104,17636.415,0,0
35,13.0,1.597,0.920,10,6,16,59.8651,30.3844,60.0246,30.3832,17738.156,41940.403,2,0
38,8.4,1.415,0.926,7,5,12,60.0155,30.3096,60.0446,30.3198,3288.042,9264.902,0,0
27,5.6,0.920,1.307,10,6,16,59.9740,30.2862,60.0156,30.3916,7462.604,18986.021,1,0
39,12.6,1.366,0.888,9,7,16,59.9866,30.2244,59.9608,30.2969,4952.436,16025.998,1,0
40,8.9,1.282,1.029,12,8,20,59.8715,30.3366,59.9339,30.2249,9324.033,28736.674,1,0
40,14.4,1.618,0.905,11,12,23,59.5971,30.0515,59.8525,30.3595,33237.892,92816.907,2,0
23,2.6,0.605,1.857,8,9,17,59.9333,30.6442,59.9384,30.4135,12865.335,34071.912,5,2
46,15.2,1.329,0.841,8,11,19,60.0209,30.3762,59.9053,30.4779,14045.584,35084.776,0,0
31,5.9,1.000,1.098,7,9,16,59.8829,30.9953,59.9319,30.4170,32701.694,83124.210,4,0
29,8.1,1.303,1.203,8,6,14,60.0239,30.3208,59.9375,30.2458,10476.264,26604.973,1,1
36,10.0,1.690,0.926,11,7,18,59.7108,30.7765,59.9375,30.2436,39023.700,108306.629,2,1
34,9.2,1.425,1.268,10,6,16,59.9302,30.3219,59.9475,30.2767,3168.494,9039.081,1,0
64,27.0,1.436,0.790,9,6,15,60.0480,30.3393,59.9395,30.3548,12095.030,26713.565,0,0
35,13.8,1.322,1.074,11,8,19,59.9372,30.3758,59.9314,30.3153,3429.442,8534.148,1,0
25,5.3,1.185,1.418,8,9,17,59.8775,30.3274,59.8485,30.3205,3243.717,7354.893,0,0
41,16.8,1.827,0.901,8,8,16,59.7719,30.7968,59.9464,30.4858,26043.969,77558.008,1,0
58,16.9,1.482,0.953,11,6,17,60.1082,30.5005,60.0081,30.3599,13591.951,33750.304,0,0
51,15.8,1.627,0.907,16,8,0,59.9636,30.2961,59.9265,30.3032,4142.371,11275.198,0,0
37,14.7,1.650,0.909,9,10,19,60.0250,30.2392,59.9500,30.3036,9072.526,22527.524,0,0
61,13.6,1.369,0.756,9,10,19,59.9222,30.3454,60.0920,29.9724,28038.784,79573.932,1,0
43,15.0,1.171,0.786,11,9,20,60.0244,30.3189,59.9594,30.3065,7260.474,16864.309,0,0
41,15.5,1.754,0.968,10,4,14,59.9815,30.4054,60.0440,30.3253,8256.640,23187.881,2,0
